 Date Inserted,Reporting Date,Sale Month,Store,Artist,Title,ISRC,UPC,Quantity,Team Percentage,Song/Album,Country of Sale,Songwriter Royalties Withheld (USD),Earnings (USD),Recoup (USD)
2024-01-28,2024-01-28,2023-11,Spotify,Ebu Blackitude,SCYAM,QZPLR2205211,197208883785,1,100,Song,GB,0,0.00707432,0.00000000
2024-01-28,2024-01-28,2023-11,Spotify,Ebu Blackitude,A So We Come (feat. Chima Anya & Sir Tomz),QZPLR2205210,197208883785,1,100,Song,GB,0,0.00707432,0.00000000
2024-01-28,2024-01-28,2023-11,Spotify,Ebu Blackitude,Bamboo Sticks,QZPLR2205209,197208883785,1,100,Song,GB,0,0.00707432,0.00000000
2024-01-28,2024-01-28,2023-11,Spotify,Ebu Blackitude,Something Black,QZPLR2205208,197208883785,2,100,Song,GB,0,0.01293029,0.00000000
2024-01-28,2024-01-28,2023-11,Spotify,Ebu Blackitude,Movements,QZPLR2205207,197208883785,1,100,Song,GB,0,0.00707432,0.00000000
2024-01-27,2024-01-27,2023-11,Spotify,Sonic Chill,The Diary (feat. Bundo Eebz),QZTB42206073,197388660190,1,100,Song,US,0,0.00360600,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,Mission Complete,QZPLR2205220,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,Journeyman,QZPLR2205219,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,Free Paper (feat. Aurelius),QZPLR2205218,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,Crying (feat. Defisis),QZPLR2205217,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,Bright Lights,QZPLR2205216,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,The Bone Collector (feat. Afua),QZPLR2205215,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,Man Don't Like,QZPLR2205214,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,Oligarch (feat. Quartzcrystallus & Juice Aleem),QZPLR2205213,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,Times Up (feat. Juice Aleem),QZPLR2205212,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,SCYAM,QZPLR2205211,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,A So We Come (feat. Chima Anya & Sir Tomz),QZPLR2205210,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,Bamboo Sticks,QZPLR2205209,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,Something Black,QZPLR2205208,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,iTunes Match,Ebu Blackitude,Movements,QZPLR2205207,197208883785,1,100,Song,GB,0,0.00041436,0.00000000
2024-01-25,2024-01-25,2023-11,Apple Music,Sonic Chill,Chilled Rush (feat. Bundo Eebz),QZTAT2320740,197992013597,1,100,Song,FR,0,0.00426966,0.00000000
2024-01-25,2024-01-25,2023-11,Apple Music,Sonic Chill,Juiciness (feat. Bundo Eebz),QZTAT2320739,197992013597,1,100,Song,FR,0,0.00426966,0.00000000
2024-01-25,2024-01-25,2023-11,Apple Music,Sonic Chill,Bring In (feat. Bundo Eebz),QZES72345577,197629078784,5,100,Song,US,0,0.02422566,0.00000000
2024-01-25,2024-01-25,2023-11,Apple Music,Sonic Chill,LaBear (feat. Bundo Eebz),QZTB42206078,197388660190,1,100,Song,US,0,0.00463713,0.00000000
2024-01-25,2024-01-25,2023-11,Apple Music,Sonic Chill,Kali Zing (feat. Bundo Eebz),QZTB42206077,197388660190,1,100,Song,GB,0,0.00504069,0.00000000
2024-01-25,2024-01-25,2023-11,Apple Music,Sonic Chill,The Diary (feat. Bundo Eebz),QZTB42206073,197388660190,1,100,Song,GB,0,0.00504069,0.00000000
2024-01-25,2024-01-25,2023-11,Apple Music,Sonic Chill,Drop (feat. Bundo Eebz),QZTB42206070,197388660190,1,100,Song,GB,0,0.00504069,0.00000000
2024-01-25,2024-01-25,2023-11,Apple Music,Ebu Blackitude,Mission Complete,QZPLR2205220,197208883785,1,100,Song,US,0,0.00878224,0.00000000
2024-01-25,2024-01-25,2023-11,Apple Music,Ebu Blackitude,Times Up (feat. Juice Aleem),QZPLR2205212,197208883785,1,100,Song,US,0,0.00878224,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Ebu Blackitude,Times Up pt. 2 (feat. MKD),QZTB22302561,195334962473,1,100,Song,DE,0,0.00662092,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Chilled Rush (feat. Bundo Eebz),QZTAT2320740,197992013597,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Juiciness (feat. Bundo Eebz),QZTAT2320739,197992013597,3,100,Song,US,0,0.02218406,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Ay Yo (feat. Bundo Eebz),QZTAT2320738,197992013597,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Motel Pool (feat. Bundo Eebz),QZTAT2320737,197992013597,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Window Freakin (feat. Bundo Eebz),QZTAT2320735,197992013597,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Sublime Cruise (feat. Bundo Eebz),QZTAT2320734,197992013597,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Junction (feat. Bundo Eebz),QZTAT2320733,197992013597,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Revz (feat. Bundo Eebz),QZTAT2320732,197992013597,3,100,Song,US,0,0.02218406,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Brand New Day (feat. Bundo Eebz),QZTAT2320731,197992013597,3,100,Song,US,0,0.02218406,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,LaBear 2,QZES72345586,197629078784,4,100,Song,US,0,0.02957942,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Kali Zing 2 (feat. Bundo Eebz),QZES72345585,197629078784,4,100,Song,US,0,0.02957942,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Puerto (feat. Bundo Eebz),QZES72345583,197629078784,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Mountain View (feat. Bundo Eebz),QZES72345582,197629078784,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Bakelite (feat. Bundo Eebz),QZES72345581,197629078784,3,100,Song,US,0,0.02218406,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Kinch (feat. Bundo Eebz),QZES72345580,197629078784,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Legacy (feat. Bundo Eebz),QZES72345579,197629078784,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Guidance (feat. Bundo Eebz),QZES72345578,197629078784,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Bring In (feat. Bundo Eebz),QZES72345577,197629078784,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,LaBear (feat. Bundo Eebz),QZTB42206078,197388660190,4,100,Song,US,0,0.02957942,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Kali Zing (feat. Bundo Eebz),QZTB42206077,197388660190,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Momentus (feat. Bundo Eebz),QZTB42206076,197388660190,1,100,Song,US,0,0.00739435,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Doxa (feat. Bundo Eebz),QZTB42206075,197388660190,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Dub Four (feat. Bundo Eebz),QZTB42206074,197388660190,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,The Diary (feat. Bundo Eebz),QZTB42206073,197388660190,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Bassixx (feat. Bundo Eebz),QZTB42206072,197388660190,1,100,Song,US,0,0.00739435,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Cruise (feat. Bundo Eebz),QZTB42206071,197388660190,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Drop (feat. Bundo Eebz),QZTB42206070,197388660190,2,100,Song,US,0,0.01478971,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Unlimited (Streaming),Sonic Chill,Indust (feat. Bundo Eebz),QZTB42206069,197388660190,1,100,Song,US,0,0.00739435,0.00000000
2024-01-19,2024-01-19,2023-11,Amazon Prime (Streaming),Ebu Blackitude,Bamboo Sticks,QZPLR2205209,197208883785,1,100,Song,IN,0,0.00098802,0.00000000
2024-01-11,2024-01-11,2023-11,YouTube (Red),Sonic Chill,Brand New Day (feat. Bundo Eebz),QZTAT2320731,197992013597,1,100,Song,JP,0,0.01270626,0.00000000
2024-01-11,2024-01-11,2023-11,YouTube (Ads),Sonic Chill,Revz (feat. Bundo Eebz),QZTAT2320732,197992013597,1,100,Song,US,0,0.00431821,0.00000000
2024-01-11,2024-01-11,2023-11,YouTube (Ads),Sonic Chill,Brand New Day (feat. Bundo Eebz),QZTAT2320731,197992013597,0,100,Song,UA,0,0.00217932,0.00000000
2024-01-11,2024-01-11,2023-11,YouTube (Ads),Ebu Blackitude,The Bone Collector (feat. Afua),QZPLR2205215,197208883785,0,100,Song,GB,0,0.00505323,0.00000000
2024-01-11,2024-01-11,2023-11,YouTube (Ads),Ebu Blackitude,Bamboo Sticks,QZPLR2205209,197208883785,1,100,Song,IN,0,0.00018638,0.00000000
2024-01-13,2024-01-13,2023-10,Spotify,Sonic Chill,Revz (feat. Bundo Eebz),QZTAT2320732,197992013597,1,100,Song,US,0,0.00329100,0.00000000
2024-01-03,2024-01-03,2023-11,Facebook,Sonic Chill,Sublime Cruise (feat. Bundo Eebz),QZTAT2320734,197992013597,1,100,Song,OU,0,0.00001246,0.00000000
2024-01-03,2024-01-03,2023-11,Facebook,Sonic Chill,LaBear 2,QZES72345586,197629078784,1,100,Song,OU,0,0.00001246,0.00000000
2024-01-03,2024-01-03,2023-11,Facebook,Sonic Chill,LaBear (feat. Bundo Eebz),QZTB42206078,197388660190,3,100,Song,OU,0,0.00003738,0.00000000
2024-01-03,2024-01-03,2023-11,Facebook,Sonic Chill,Dub Four (feat. Bundo Eebz),QZTB42206074,197388660190,1,100,Song,OU,0,0.00001246,0.00000000
2024-01-03,2024-01-03,2023-11,Facebook,Sonic Chill,The Diary (feat. Bundo Eebz),QZTB42206073,197388660190,10,100,Song,OU,0,0.00012459,0.00000000
2024-01-03,2024-01-03,2023-11,Facebook,Sonic Chill,The Diary (feat. Bundo Eebz),QZTB42206073,197388660190,4,100,Song,US,0,0.00004984,0.00000000
2024-01-03,2024-01-03,2023-11,Facebook,Sonic Chill,Bassixx (feat. Bundo Eebz),QZTB42206072,197388660190,1,100,Song,OU,0,0.00001246,0.00000000
2024-01-03,2024-01-03,2023-11,Facebook,Ebu Blackitude,Man Don't Like,QZPLR2205214,197208883785,1,100,Song,OU,0,0.00001246,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Sonic Chill,LaBear (feat. Bundo Eebz),QZTB42206078,197388660190,2,100,Song,GB,0,0.01054161,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Sonic Chill,Kali Zing (feat. Bundo Eebz),QZTB42206077,197388660190,2,100,Song,GB,0,0.01054161,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Sonic Chill,Momentus (feat. Bundo Eebz),QZTB42206076,197388660190,2,100,Song,GB,0,0.01054161,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Sonic Chill,Dub Four (feat. Bundo Eebz),QZTB42206074,197388660190,3,100,Song,GB,0,0.01581242,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Sonic Chill,The Diary (feat. Bundo Eebz),QZTB42206073,197388660190,2,100,Song,GB,0,0.01054161,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Sonic Chill,Bassixx (feat. Bundo Eebz),QZTB42206072,197388660190,1,100,Song,JP,0,0.01052806,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Sonic Chill,Bassixx (feat. Bundo Eebz),QZTB42206072,197388660190,1,100,Song,GB,0,0.00527081,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Sonic Chill,Cruise (feat. Bundo Eebz),QZTB42206071,197388660190,1,100,Song,GB,0,0.00527081,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Sonic Chill,Drop (feat. Bundo Eebz),QZTB42206070,197388660190,2,100,Song,GB,0,0.01054161,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Sonic Chill,Indust (feat. Bundo Eebz),QZTB42206069,197388660190,2,100,Song,GB,0,0.01054161,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Ebu Blackitude,Bright Lights,QZPLR2205216,197208883785,1,100,Song,US,0,0.00876056,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Ebu Blackitude,The Bone Collector (feat. Afua),QZPLR2205215,197208883785,1,100,Song,US,0,0.00876056,0.00000000
2024-01-05,2024-01-05,2023-10,Apple Music,Ebu Blackitude,Something Black,QZPLR2205208,197208883785,1,100,Song,US,0,0.00876056,0.00000000
2024-01-04,2024-01-04,2023-10,Spotify,Sonic Chill,Revz (feat. Bundo Eebz),QZTAT2320732,197992013597,5,100,Song,DE,0,0.01198976,0.00000000
2024-01-04,2024-01-04,2023-10,Spotify,Sonic Chill,Revz (feat. Bundo Eebz),QZTAT2320732,197992013597,2,100,Song,NO,0,0.01361286,0.00000000
2024-01-04,2024-01-04,2023-10,Spotify,Ebu Blackitude,Free Paper (feat. Aurelius),QZPLR2205218,197208883785,1,100,Song,GB,0,0.00605548,0.00000000
2023-12-07,2023-12-07,2023-10,Facebook,Sonic Chill,Sublime Cruise (feat. Bundo Eebz),QZTAT2320734,197992013597,2,100,Song,OU,0,0.00002074,0.00000000
2023-12-07,2023-12-07,2023-10,Facebook,Sonic Chill,LaBear 2,QZES72345586,197629078784,3,100,Song,OU,0,0.00003111,0.00000000
2023-12-07,2023-12-07,2023-10,Facebook,Sonic Chill,Kali Zing 2 (feat. Bundo Eebz),QZES72345585,197629078784,5,100,Song,OU,0,0.00005185,0.00000000
2023-12-07,2023-12-07,2023-10,Facebook,Sonic Chill,LaBear (feat. Bundo Eebz),QZTB42206078,197388660190,4,100,Song,OU,0,0.00004148,0.00000000
2023-12-07,2023-12-07,2023-10,Facebook,Sonic Chill,Dub Four (feat. Bundo Eebz),QZTB42206074,197388660190,1,100,Song,OU,0,0.00001037,0.00000000
2023-12-07,2023-12-07,2023-10,Facebook,Sonic Chill,The Diary (feat. Bundo Eebz),QZTB42206073,197388660190,12,100,Song,OU,0,0.00012444,0.00000000
2023-12-07,2023-12-07,2023-10,Facebook,Sonic Chill,The Diary (feat. Bundo Eebz),QZTB42206073,197388660190,4,100,Song,US,0,0.00004148,0.00000000
2023-12-07,2023-12-07,2023-10,Facebook,Sonic Chill,Indust (feat. Bundo Eebz),QZTB42206069,197388660190,2,100,Song,US,0,0.00002074,0.00000000
2023-12-07,2023-12-07,2023-10,Facebook,Ebu Blackitude,Man Don't Like,QZPLR2205214,197208883785,1,100,Song,OU,0,0.00001037,0.00000000
2023-12-07,2023-12-07,2023-10,YouTube (Red),Ebu Blackitude,SCYAM,QZPLR2205211,197208883785,1,100,Song,GB,0,0.01964600,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,LaBear 2,QZES72345586,197629078784,1,100,Song,US,0,0.00822739,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Kali Zing 2 (feat. Bundo Eebz),QZES72345585,197629078784,1,100,Song,US,0,0.00822739,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,US,0,0.00822739,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Kinch (feat. Bundo Eebz),QZES72345580,197629078784,1,100,Song,US,0,0.00822739,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Legacy (feat. Bundo Eebz),QZES72345579,197629078784,1,100,Song,US,0,0.00822739,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Guidance (feat. Bundo Eebz),QZES72345578,197629078784,2,100,Song,US,0,0.01645478,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,LaBear (feat. Bundo Eebz),QZTB42206078,197388660190,2,100,Song,GB,0,0.01045242,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Kali Zing (feat. Bundo Eebz),QZTB42206077,197388660190,2,100,Song,GB,0,0.01045242,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Momentus (feat. Bundo Eebz),QZTB42206076,197388660190,2,100,Song,GB,0,0.01045242,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Doxa (feat. Bundo Eebz),QZTB42206075,197388660190,1,100,Song,GB,0,0.00522621,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Bassixx (feat. Bundo Eebz),QZTB42206072,197388660190,1,100,Song,GB,0,0.00522621,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Cruise (feat. Bundo Eebz),QZTB42206071,197388660190,1,100,Song,GB,0,0.00522621,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Drop (feat. Bundo Eebz),QZTB42206070,197388660190,1,100,Song,GB,0,0.00522621,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Indust (feat. Bundo Eebz),QZTB42206069,197388660190,1,100,Song,GB,0,0.00522621,0.00000000
2023-12-04,2023-12-04,2023-09,Apple Music,Sonic Chill,Indust (feat. Bundo Eebz),QZTB42206069,197388660190,1,100,Song,MY,0,0.00308366,0.00000000
2023-11-29,2023-11-29,2023-09,Amazon Unlimited (Streaming),Sonic Chill,Kali Zing 2 (feat. Bundo Eebz),QZES72345585,197629078784,1,100,Song,US,0,0.01482971,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Sonic Chill,Juiciness (feat. Bundo Eebz),QZTAT2320739,197992013597,1,100,Song,GB,0,0.00202717,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Sonic Chill,Junction (feat. Bundo Eebz),QZTAT2320733,197992013597,1,100,Song,GB,0,0.00202717,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Sonic Chill,Revz (feat. Bundo Eebz),QZTAT2320732,197992013597,2,100,Song,US,0,0.00708600,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Sonic Chill,Revz (feat. Bundo Eebz),QZTAT2320732,197992013597,1,100,Song,GB,0,0.00202717,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Sonic Chill,Revz (feat. Bundo Eebz),QZTAT2320732,197992013597,4,100,Song,DE,0,0.00946906,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Ebu Blackitude,Journeyman,QZPLR2205219,197208883785,1,100,Song,GB,0,0.00202717,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Ebu Blackitude,Free Paper (feat. Aurelius),QZPLR2205218,197208883785,1,100,Song,GB,0,0.00202717,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Ebu Blackitude,Crying (feat. Defisis),QZPLR2205217,197208883785,1,100,Song,GB,0,0.00202717,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Ebu Blackitude,Bright Lights,QZPLR2205216,197208883785,1,100,Song,GB,0,0.00202717,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Ebu Blackitude,Oligarch (feat. Quartzcrystallus & Juice Aleem),QZPLR2205213,197208883785,1,100,Song,GB,0,0.00202717,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Ebu Blackitude,Times Up (feat. Juice Aleem),QZPLR2205212,197208883785,1,100,Song,GB,0,0.00202717,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Ebu Blackitude,SCYAM,QZPLR2205211,197208883785,1,100,Song,GB,0,0.00202717,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Ebu Blackitude,A So We Come (feat. Chima Anya & Sir Tomz),QZPLR2205210,197208883785,1,100,Song,GB,0,0.00202717,0.00000000
2023-11-29,2023-11-29,2023-09,Spotify,Ebu Blackitude,Movements,QZPLR2205207,197208883785,1,100,Song,GB,0,0.00447803,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,Juiciness (feat. Bundo Eebz),QZTAT2320739,197992013597,1,100,Song,US,0,0.00047408,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,Ay Yo (feat. Bundo Eebz),QZTAT2320738,197992013597,1,100,Song,US,0,0.00047408,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,1,100,Song,US,0,0.00047408,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,Sublime Cruise (feat. Bundo Eebz),QZTAT2320734,197992013597,6,100,Song,OU,0,0.00005700,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,Sublime Cruise (feat. Bundo Eebz),QZTAT2320734,197992013597,1,100,Song,US,0,0.00000950,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,Junction (feat. Bundo Eebz),QZTAT2320733,197992013597,1,100,Song,US,0,0.00047408,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,Revz (feat. Bundo Eebz),QZTAT2320732,197992013597,1,100,Song,US,0,0.00047408,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,LaBear 2,QZES72345586,197629078784,1,100,Song,US,0,0.00047408,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,Kali Zing 2 (feat. Bundo Eebz),QZES72345585,197629078784,7,100,Song,OU,0,0.00006650,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,Kizombo Style (feat. Bundo Eebz),QZES72345584,197629078784,1,100,Song,US,0,0.00047408,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,LaBear (feat. Bundo Eebz),QZTB42206078,197388660190,22,100,Song,OU,0,0.00020901,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,Doxa (feat. Bundo Eebz),QZTB42206075,197388660190,1,100,Song,OU,0,0.00000950,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,The Diary (feat. Bundo Eebz),QZTB42206073,197388660190,1,100,Song,OU,0,0.00000950,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,The Diary (feat. Bundo Eebz),QZTB42206073,197388660190,1,100,Song,US,0,0.00000950,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,The Diary (feat. Bundo Eebz),QZTB42206073,197388660190,1,100,Song,US,0,0.00047408,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Sonic Chill,Indust (feat. Bundo Eebz),QZTB42206069,197388660190,3,100,Song,US,0,0.00002850,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Ebu Blackitude,Oligarch (feat. Quartzcrystallus & Juice Aleem),QZPLR2205213,197208883785,1,100,Song,US,0,0.00047408,0.00000000
2023-11-11,2023-11-11,2023-09,Facebook,Ebu Blackitude,Something Black,QZPLR2205208,197208883785,1,100,Song,US,0,0.00047408,0.00000000
2023-11-07,2023-11-07,2023-09,TikTok,Sonic Chill,Juiciness (feat. Bundo Eebz),QZTAT2320739,197992013597,1,100,Song,GB,0,0.00077745,0.00000000
2023-11-07,2023-11-07,2023-09,TikTok,Sonic Chill,Brand New Day (feat. Bundo Eebz),QZTAT2320731,197992013597,1,100,Song,GB,0,0.00077745,0.00000000
2023-11-07,2023-11-07,2023-09,TikTok,Sonic Chill,LaBear 2,QZES72345586,197629078784,1,100,Song,GB,0,0.00077745,0.00000000
2023-11-11,2023-11-11,2023-08,NetEase,Ebu Blackitude,A So We Come (feat. Chima Anya & Sir Tomz),QZPLR2205210,197208883785,1,100,Song,US,0,0.00053029,0.00000000
2023-11-11,2023-11-11,2023-07,Flo,Ebu Blackitude,Something Black,QZPLR2205208,197208883785,1,100,Song,KR,0,0.00657890,0.00000000
2023-11-02,2023-11-02,2023-09,YouTube (Red),Ebu Blackitude,Times Up pt. 2 (feat. MKD),QZTB22302561,195334962473,1,100,Song,GB,0,0.02039799,0.00000000
2023-11-02,2023-11-02,2023-09,YouTube (Red),Ebu Blackitude,Something Black,QZPLR2205208,197208883785,2,100,Song,GB,0,0.04079598,0.00000000
2023-11-02,2023-11-02,2023-09,YouTube (Ads),Sonic Chill,Juiciness (feat. Bundo Eebz),QZTAT2320739,197992013597,1,100,Song,US,0,0.00330800,0.00000000
2023-11-02,2023-11-02,2023-09,YouTube (Ads),Sonic Chill,Dusk Traffic (feat. Bundo Eebz),QZTAT2320736,197992013597,1,100,Song,DE,0,0.00028100,0.00000000
